Address,Roads,SewerTransmission,SewerCapacity,Parks,Stormwater,OpenSpace,PLAT,RES
364 Hays Boulevard,2047.6,2471.2,520.93,391.47,1854.35,315.88,L-923,SWR RES755-2001;NSWRRES282-2002
368 Hays Boulevard,2047.6,2471.2,520.93,391.47,1854.35,315.88,L-923,SWR RES755-2001;NSWRRES282-2002
372 Hays Boulevard,2047.6,2471.2,520.93,391.47,1854.35,315.88,L-923,SWR RES755-2001;NSWRRES282-2002
380 Hays Boulevard,2047.6,2471.2,520.93,391.47,1854.35,315.88,L-923,SWR RES755-2001;NSWRRES282-2002
4002 Livingston Lane,935.3,1774.1,835.41,587.28,2786.81,401.33,DP 13-65,SWR MEMO 7-28-04; NSWR MEMO 10-08-04
4004 Livingston Lane,935.3,1774.1,835.41,587.28,2786.81,401.33,DP 13-65,SWR MEMO 7-28-04; NSWR MEMO 10-08-04
4039 Livingston Lane,935.3,1774.1,835.41,587.28,2786.81,401.33,DP 13-65,SWR MEMO 7-28-04; NSWR MEMO 10-08-04
4041 Livingston Lane,935.3,1774.1,835.41,587.28,2786.81,401.33,DP 13-65,SWR MEMO 7-28-04; NSWR MEMO 10-08-04
4043 Livingston Lane,935.3,1774.1,835.41,587.28,2786.81,401.33,DP 13-65,SWR MEMO 7-28-04; NSWR MEMO 10-08-04
4045 Livingston Lane,935.3,1774.1,835.41,587.28,2786.81,401.33,DP 13-65,SWR MEMO 7-28-04; NSWR MEMO 10-08-04
4050 Livingston Lane,935.3,1774.1,835.41,587.28,2786.81,401.33,DP 13-65,SWR MEMO 7-28-04; NSWR MEMO 10-08-04
4052 Livingston Lane,935.3,1774.1,835.41,587.28,2786.81,401.33,DP 13-65,SWR MEMO 7-28-04; NSWR MEMO 10-08-04
4053 Livingston Lane,935.3,1774.1,835.41,587.28,2786.81,401.33,DP 13-65,SWR MEMO 7-28-04; NSWR MEMO 10-08-04
4054 Livingston Lane,935.3,1774.1,835.41,587.28,2786.81,401.33,DP 13-65,SWR MEMO 7-28-04; NSWR MEMO 10-08-04
4055 Livingston Lane,935.3,1774.1,835.41,587.28,2786.81,401.33,DP 13-65,SWR MEMO 7-28-04; NSWR MEMO 10-08-04
4057 Livingston Lane,935.3,1774.1,835.41,587.28,2786.81,401.33,DP 13-65,SWR MEMO 7-28-04; NSWR MEMO 10-08-04
