Address,entry_date,,,,
4100 Lochmere Loop,8/11/15,,,,
4104 Lochmere Loop,3/29/16,,,,
4108 Lochmere Loop,9/14/15,,,,
4112 Lochmere Loop,10/20/16,,,,
412 Larkhill Cove,4/24/14,,,,
4128 Needlerush Drive,10/18/13,,,,
4132 Needlerush Drive,7/9/13,,,,
4141 Needlerush Drive,9/24/12,,,,
4145 Needlerush Drive,1/9/13,,,,
4151 Sperling Drive,12/19/17,,,,
4155 Sperling Drive,7/31/17,,,,
4159 Sperling Drive,6/12/17,,,,
416 Larkhill Cove,3/19/14,,,,
4163 Sperling Drive,5/17/17,,,,
4169 Sperling Drive,5/17/17,,,,
417 Larkhill Cove,6/19/15,,,,
4170-101 Bridge Water Way,10/24/16,,,,
4170-102 Bridge Water Way,10/24/16,,,,
4170-103 Bridge Water Way,10/24/16,,,,
4170-104 Bridge Water Way,10/24/16,,,,
4170-105 Bridge Water Way,10/24/16,,,,
4170-106 Bridge Water Way,10/24/16,,,,
4177 Sperling Drive,5/11/17,,,,
4180-101 Bridge Water Way,10/6/14,,,,
4180-102 Bridge Water Way,10/6/14,,,,
4180-103 Bridge Water Way,10/6/14,,,,
4180-104 Bridge Water Way,10/6/14,,,,
4181 Sperling Drive,7/31/17,,,,
4185 Sperling Drive,7/26/17,,,,
4190 Todds Road,12/31/99,,,,
4190-101 Bridge Water Way,7/22/14,,,,
4190-102 Bridge Water Way,7/22/14,,,,
4190-103 Bridge Water Way,7/22/14,,,,
4190-104 Bridge Water Way,7/22/14,,,,
4190-105 Bridge Water Way,7/22/14,,,,
4190-106 Bridge Water Way,7/22/14,,,,
420 Larkhill Cove,1/29/15,,,,
4200-101 Bridge Water Way,8/26/14,,,,
4200-102 Bridge Water Way,8/26/14,,,,
4200-103 Bridge Water Way,8/26/14,,,,
4200-104 Bridge Water Way,8/26/14,,,,
4200-105 Bridge Water Way,8/26/14,,,,
4200-106 Bridge Water Way,8/26/14,,,,
4200-107 Bridge Water Way,8/26/14,,,,
4201 Evangeline Lane,8/27/12,,,,
4203 Evangeline Lane,8/27/12,,,,
4205 Evangeline Lane,8/27/12,,,,
4205-10 Sperling Drive,10/13/16,,,,
4205-11 Sperling Drive,10/13/16,,,,
4205-8 Sperling Drive,10/13/16,,,,
4205-9 Sperling Drive,10/13/16,,,,
4207 Evangeline Lane,8/27/12,,,,
4209 Evangeline Lane,8/27/12,,,,
4211 Evangeline Lane,8/27/12,,,,
4213 Evangeline Lane,8/27/12,,,,
4215 Evangeline Lane,8/27/12,,,,
4217 Evangeline Lane,8/27/12,,,,
4219 Evangeline Lane,8/27/12,,,,
4230 Evangeline Lane,8/8/12,,,,
4232 Evangeline Lane,8/8/12,,,,
4234 Evangeline Lane,8/8/12,,,,
4236 Evangeline Lane,8/8/12,,,,
4238 Evangeline Lane,8/8/12,,,,
424 Larkhill Cove,8/4/14,,,,
4240 Evangeline Lane,8/8/12,,,,
4242 Evangeline Lane,8/8/12,,,,
4244 Evangeline Lane,8/8/12,,,,
4246 Evangeline Lane,8/8/12,,,,
4248 Evangeline Lane,8/8/12,,,,
4250 Evangeline Lane,8/8/12,,,,
4261 Evangeline Lane,11/5/12,,,,
4263 Evangeline Lane,11/5/12,,,,
4265 Evangeline Lane,11/5/12,,,,
4267 Evangeline Lane,11/5/12,,,,
4269 Evangeline Lane,11/5/12,,,,
4271 Evangeline Lane,11/5/12,,,,
4273 Evangeline Lane,11/5/12,,,,
4275 Evangeline Lane,11/5/12,,,,
428 Larkhill Cove,4/24/14,,,,
4285 Evangeline Lane,11/15/12,,,,
4287 Evangeline Lane,11/15/12,,,,
4288 Evangeline Lane,11/30/12,,,,
4289 Evangeline Lane,11/15/12,,,,
429 Larkhill Cove,12/30/14,,,,
4290 Evangeline Lane,11/30/12,,,,
4291 Evangeline Lane,11/15/12,,,,
4292 Evangeline Lane,11/30/12,,,,
4293 Evangeline Lane,11/15/12,,,,
4294 Evangeline Lane,11/30/12,,,,
4295 Evangeline Lane,11/15/12,,,,
4296 Evangeline Lane,11/30/12,,,,
4297 Evangeline Lane,11/15/12,,,,
4298 Evangeline Lane,11/30/12,,,,
4299 Evangeline Lane,11/15/12,,,,
4300 Evangeline Lane,11/30/12,,,,
4301 Evangeline Lane,11/15/12,,,,
4302 Evangeline Lane,11/30/12,,,,
4303 Evangeline Lane,11/15/12,,,,
4304 Evangeline Lane,11/30/12,,,,
4305 Evangeline Lane,11/15/12,,,,
4306 Evangeline Lane,11/30/12,,,,
4307 Evangeline Lane,11/15/12,,,,
4308 Evangeline Lane,11/30/12,,,,
4309 Evangeline Lane,11/15/12,,,,
432 Larkhill Cove,10/3/14,,,,
4320 Evangeline Lane,11/30/12,,,,
4322 Evangeline Lane,11/30/12,,,,
4324 Evangeline Lane,11/30/12,,,,
4326 Evangeline Lane,11/30/12,,,,
4328 Evangeline Lane,11/30/12,,,,
4330 Evangeline Lane,11/30/12,,,,
4332 Evangeline Lane,11/30/12,,,,
4348 Evangeline Lane,9/13/12,,,,
4350 Evangeline Lane,9/13/12,,,,
4352 Evangeline Lane,9/13/12,,,,
4354 Evangeline Lane,9/13/12,,,,
4356 Evangeline Lane,9/13/12,,,,
436 Larkhill Cove,7/18/14,,,,
4360 Evangeline Lane,9/13/12,,,,
437 Larkhill Cove,4/1/14,,,,
4370 Evangeline Lane,8/27/12,,,,
4372 Evangeline Lane,8/27/12,,,,
4374 Evangeline Lane,8/27/12,,,,
4376 Evangeline Lane,8/27/12,,,,
4378 Evangeline Lane,8/27/12,,,,
4379 Evangeline Lane,11/5/12,,,,
4380 Evangeline Lane,8/27/12,,,,
4381 Evangeline Lane,11/5/12,,,,
4382 Evangeline Lane,8/27/12,,,,
4383 Evangeline Lane,11/5/12,,,,
4384 Evangeline Lane,8/27/12,,,,
4385 Evangeline Lane,11/5/12,,,,
4386 Evangeline Lane,8/22/12,,,,
4387 Evangeline Lane,11/5/12,,,,
4388 Evangeline Lane,8/22/12,,,,
4389 Evangeline Lane,11/5/12,,,,
439 Hays Boulevard,4/18/12,,,,
4390 Evangeline Lane,8/22/12,,,,
4391 Evangeline Lane,11/5/12,,,,
4393 Evangeline Lane,11/5/12,,,,
441 Hays Boulevard,4/18/12,,,,
441 Larkhill Cove,5/1/14,,,,
443 Hays Boulevard,4/18/12,,,,
444 Larkhill Cove,11/11/14,,,,
444 Weston Park,3/29/11,,,,
445 Hays Boulevard,4/18/12,,,,
445 Larkhill Cove,4/1/14,,,,
447 Hays Boulevard,4/18/12,,,,
448 Larkhill Cove,4/4/14,,,,
449 Hays Boulevard,4/18/12,,,,
449 Larkhill Cove,3/11/14,,,,
4500 Walnut Creek Drive,12/31/99,,,,
4501 Walnut Creek Drive,12/31/99,,,,
4504 Walnut Creek Drive,12/5/06,,,,
4508 Walnut Creek Drive,12/5/06,,,,
4509 Walnut Creek Drive,2/28/06,,,,
451 Hays Boulevard,4/18/12,,,,
4516 Walnut Creek Drive,1/27/06,,,,
452 Larkhill Cove,5/12/14,,,,
4520 Walnut Creek Drive,12/5/06,,,,
4524 Walnut Creek Drive,12/5/06,,,,
4525 Walnut Creek Drive,12/5/06,,,,
4529 Walnut Creek Drive,12/5/06,,,,
453 Hays Boulevard,4/18/12,,,,
453 Larkhill Cove,3/19/14,,,,
4532 Walnut Creek Drive,12/31/99,,,,
4533 Walnut Creek Drive,12/5/06,,,,
4536 Walnut Creek Drive,12/5/06,,,,
4537 Walnut Creek Drive,12/5/06,,,,
454 Weston Park,12/14/10,,,,
4540 Walnut Creek Drive,12/5/06,,,,
4541 Walnut Creek Drive,12/5/06,,,,
4544 Walnut Creek Drive,12/5/06,,,,
4545 Walnut Creek Drive,12/5/06,,,,
4548 Walnut Creek Drive,12/5/06,,,,
4549 Walnut Creek Drive,12/31/99,,,,
455 Hays Boulevard,4/18/12,,,,
4552 Walnut Creek Drive,12/5/06,,,,
4553 Walnut Creek Drive,12/31/99,,,,
4556 Walnut Creek Drive,12/31/99,,,,
4557 Walnut Creek Drive,12/31/99,,,,
456 Weston Park,9/22/10,,,,
457 Hays Boulevard,4/18/12,,,,
4604 Honeycomb Trail,12/31/99,,,,
4605 Honeycomb Trail,12/31/99,,,,
4608 Honeycomb Trail,12/31/99,,,,
4609 Honeycomb Trail,12/31/99,,,,
4612 Honeycomb Trail,12/31/99,,,,
4613 Honeycomb Trail,12/31/99,,,,
4616 Honeycomb Trail,12/31/99,,,,
4617 Honeycomb Trail,12/31/99,,,,
4621 Honeycomb Trail,12/31/99,,,,
4629 Honeycomb Trail,12/31/99,,,,
4637 Honeycomb Trail,12/31/99,,,,
4644 Honeycomb Trail,11/6/12,,,,
4645 Honeycomb Trail,12/31/99,,,,
4648 Honeycomb Trail,11/16/12,,,,
4649 Honeycomb Trail,12/31/99,,,,
4649 Larkhill Lane,4/11/16,,,,
465 Weston Park,11/30/10,,,,
4652 Honeycomb Trail,1/11/13,,,,
4652 Larkhill Lane,8/21/14,,,,
4653 Honeycomb Trail,12/31/99,,,,
4653 Larkhill Lane,4/21/15,,,,
4656 Larkhill Lane,10/15/14,,,,
4656 Marlberry Place,8/15/13,,,,
4657 Honeycomb Trail,12/31/99,,,,
4657 Larkhill Lane,5/15/15,,,,
4660 Larkhill Lane,10/20/15,,,,
4660 Marlberry Place,5/30/14,,,,
4663 Larkhill Lane,3/29/16,,,,
4664 Larkhill Lane,5/8/15,,,,
4664 Marlberry Place,9/24/10,,,,
467 Hays Boulevard,4/18/12,,,,
4671 Larkhill Lane,3/29/16,,,,
4672 Larkhill Lane,5/11/15,,,,
4676 Larkhill Lane,4/24/14,,,,
4679 Larkhill Lane,6/24/15,,,,
4680 Larkhill Lane,8/11/15,,,,
4684 Larkhill Lane,10/24/14,,,,
4688 Larkhill Lane,4/21/15,,,,
469 Hays Boulevard,4/18/12,,,,
4692 Larkhill Lane,5/20/15,,,,
4696 Larkhill Lane,5/29/15,,,,
4697 Larkhill Lane,10/12/15,,,,
4700 Larkhill Lane,7/23/15,,,,
4704 Larkhill Lane,5/23/14,,,,
4707 Larkhill Lane,2/16/16,,,,
471 Hays Boulevard,4/18/12,,,,
4715 Larkhill Lane,3/22/16,,,,
4718 Larkhill Lane,4/3/15,,,,
4721 Larkhill Lane,1/12/16,,,,
4727 Larkhill Lane,7/29/15,,,,
4728 Larkhill Lane,4/9/14,,,,
473 Hays Boulevard,4/18/12,,,,
4732 Larkhill Lane,5/8/15,,,,
4733 Larkhill Lane,8/21/15,,,,
4739 Foxglove Point,10/8/15,,,,
4740 Foxglove Point,2/10/16,,,,
4744 Foxglove Point,7/8/15,,,,
4745 Foxglove Point,10/14/15,,,,
4748 Foxglove Point,11/1/12,,,,
4749 Foxglove Point,1/31/13,,,,
475 Hays Boulevard,4/18/12,,,,
4752 Foxglove Point,10/22/12,,,,
4753 Foxglove Point,12/6/12,,,,
4753 Larkhill Lane,5/10/13,,,,
4756 Foxglove Point,3/29/16,,,,
4756 Larkhill Lane,1/9/13,,,,
4769 Foxglove Point,3/14/13,,,,
477 Weston Park,8/5/13,,,,
4772 Foxglove Point,7/17/13,,,,
481 Weston Park,6/7/12,,,,
485 Weston Park,8/20/12,,,,
496 Weston Park,9/5/13,,,,
500 Dudee Court,8/20/09,,,,
500 Sundrop Path,3/6/03,,,,
500 Weston Park,5/6/11,,,,
501 Donnington Court,1/16/13,,,,
501 Dudee Court,9/12/14,,,,
501 Hannon Way,8/11/15,,,,
501 Lorenzo Place,5/9/13,,,,
501 Sundrop Path,6/24/05,,,,
504 Brier Cove,3/12/15,,,,
504 Dudee Court,8/20/09,,,,
504 Sundrop Path,5/8/03,,,,
505 Brier Cove,11/24/14,,,,
505 Donnington Court,1/16/13,,,,
505 Dudee Court,9/12/14,,,,
505 Hannon Way,8/11/15,,,,
505 Lorenzo Place,5/9/13,,,,
505 Mist Flower Lane,10/2/08,,,,
505 Sundrop Path,6/24/05,,,,
508 Brier Cove,10/8/14,,,,
508 Mist Flower Lane,3/2/07,,,,
508 Sundrop Path,7/7/03,,,,
509 Brier Cove,5/3/16,,,,
509 Donnington Court,6/19/15,,,,
509 Dudee Court,5/30/14,,,,
509 Hannon Way,11/14/12,,,,
509 Lorenzo Place,8/26/14,,,,
509 Mist Flower Lane,8/7/08,,,,
509 Sundrop Path,6/24/05,,,,
512 Mist Flower Lane,8/2/05,,,,
513 Donnington Court,6/19/15,,,,
513 Dudee Court,5/30/14,,,,
513 Hannon Way,11/14/12,,,,
513 Lorenzo Place,8/26/14,,,,
513 Sundrop Path,12/9/04,,,,
516 Lorenzo Place,11/21/13,,,,
517 Hannon Way,12/19/11,,,,
517 Lorenzo Place,5/15/13,,,,
517 Sundrop Path,9/2/07,,,,
520 Lorenzo Place,11/21/13,,,,
521 Hannon Way,12/19/11,,,,
521 Lorenzo Place,5/15/13,,,,
524 Lorenzo Place,3/26/13,,,,
525 Hannon Way,11/22/11,,,,
525 Lorenzo Place,2/23/11,,,,
528 Lorenzo Place,3/26/13,,,,
529 Hannon Way,11/22/11,,,,
529 Lorenzo Place,2/23/11,,,,
533 Sundrop Path,6/17/02,,,,
549 Hannon Way,10/19/09,,,,
553 Hannon Way,10/19/09,,,,
600 Durning Road,1/27/15,,,,
601 Blandville Road,10/19/09,,,,
604 Durning Road,1/27/15,,,,
605 Blandville Road,10/19/09,,,,
608 Durning Road,3/12/15,,,,
612 Durning Road,3/13/15,,,,
6250 Man O War Boulevard,8/27/04,,,,
640 Durning Road,8/7/14,,,,
6401 Polo Club Lane,11/22/06,,,,
644 Durning Road,8/7/14,,,,
648 Durning Road,2/22/13,,,,
652 Durning Road,2/22/13,,,,
720 Lochmere Place,2/7/13,,,,
721 Lochmere Place,11/1/12,,,,
724 Lochmere Place,9/17/13,,,,
725 Lochmere Place,8/12/13,,,,
728 Lochmere Place,4/9/14,,,,
729 Lochmere Place,11/9/15,,,,
732 Lochmere Place,12/28/15,,,,
740 Lochmere Place,11/26/13,,,,
741 Lochmere Place,11/1/12,,,,
745 Lochmere Place,11/1/12,,,,
748 Lochmere Place,2/2/15,,,,
749 Lochmere Place,12/27/13,,,,
753 Lochmere Place,11/21/13,,,,
757 Lochmere Place,8/12/13,,,,
760 Lochmere Place,10/22/14,,,,
761 Lochmere Place,10/30/13,,,,
765 Lochmere Place,9/16/13,,,,
769 Lochmere Place,10/9/13,,,,
770 Lochmere Place,12/12/13,,,,
773 Lochmere Place,1/22/15,,,,
777 Lochmere Place,9/16/16,,,,
780 Lochmere Place,12/12/13,,,,
781 Lochmere Place,6/24/15,,,,
784 Lochmere Place,11/21/13,,,,
785 Lochmere Place,10/14/16,,,,
788 Lochmere Place,11/21/13,,,,
789 Lochmere Place,9/14/15,,,,
792 Lochmere Place,7/25/13,,,,
793 Lochmere Place,5/5/14,,,,
796 Lochmere Place,2/10/17,,,,
797 Lochmere Place,3/26/15,,,,
801 Lochmere Place,1/15/14,,,,
802 Lochmere Place,2/26/16,,,,
805 Lochmere Place,3/5/14,,,,
806 Lochmere Place,9/30/15,,,,
809 Lochmere Place,7/9/14,,,,
810 Lochmere Place,12/16/16,,,,
813 Lochmere Place,8/16/16,,,,
814 Lochmere Place,12/6/13,,,,
815 Lochmere Place,9/30/15,,,,
819 Lochmere Place,4/18/14,,,,
823 Lochmere Place,7/24/15,,,,
827 Lochmere Place,7/10/15,,,,
831 Lochmere Place,2/9/17,,,,
836 Sugarbush Trail,5/31/13,,,,
837 Sugarbush Trail,10/12/12,,,,
840 Sugarbush Trail,11/1/12,,,,
840-1 Hays Boulevard,4/2/15,,,,
840-2 Hays Boulevard,4/2/15,,,,
840-3 Hays Boulevard,4/2/15,,,,
840-4 Hays Boulevard,4/2/15,,,,
840-5 Hays Boulevard,4/2/15,,,,
840-6 Hays Boulevard,4/2/15,,,,
840-7 Hays Boulevard,4/2/15,,,,
841 Sugarbush Trail,9/27/12,,,,
845 Sugarbush Trail,9/27/12,,,,
849 Sugarbush Trail,11/19/12,,,,
853 Sugarbush Trail,11/27/12,,,,
860 Sugarbush Trail,5/15/13,,,,
865 Sugarbush Trail,6/20/13,,,,
872 Sugarbush Trail,11/19/12,,,,
873 Sugarbush Trail,4/23/14,,,,
876 Sugarbush Trail,12/12/12,,,,
877 Sugarbush Trail,5/7/13,,,,
881 Sugarbush Trail,2/21/13,,,,
884 Sugarbush Trail,5/1/14,,,,
885 Sugarbush Trail,8/1/13,,,,
888 Sugarbush Trail,10/20/14,,,,
892 Sugarbush Trail,7/16/13,,,,
893 Sugarbush Trail,12/3/13,,,,
896 Sugarbush Trail,6/25/14,,,,
897 Sugarbush Trail,10/22/14,,,,
900 Sugarbush Trail,6/27/13,,,,
901 Sugarbush Trail,10/3/14,,,,
904 Sugarbush Trail,3/7/13,,,,
905 Sugarbush Trail,10/3/14,,,,
908 Sugarbush Trail,10/18/13,,,,
909 Sugarbush Trail,6/16/14,,,,
912 Sugarbush Trail,10/5/12,,,,
913 Sugarbush Trail,4/23/14,,,,
916 Sugarbush Trail,9/27/12,,,,
917 Sugarbush Trail,5/21/13,,,,
925 Sugarbush Trail,1/25/13,,,,
929 Sugarbush Trail,9/5/14,,,,
933 Sugarbush Trail,9/27/12,,,,
937 Sugarbush Trail,10/12/12,,,,
941 Sugarbush Trail,9/27/12,,,,
945 Sugarbush Trail,3/14/13,,,,
949 Sugarbush Trail,10/5/12,,,,
980 Jouett Creek Drive,8/26/08,,,,
984 Jouett Creek Drive,2/13/09,,,,
988 Jouett Creek Drive,2/13/09,,,,
